align-est-C01	align-est-D1	align-est-D2	align-est-D5
TR38826_c0_g1_i1	2.20633064787105	1.48851500895781	0	0.609754962172443
TR37503_c3_g1_i2	4.52412637847583	2.60074549796208	0	1.63830557680709
TR33181_c1_g1_i2	1.99095486039699	2.25247621413522	0	4.02440833767084
TR29872_c0_g2_i2	3.79327165449808	0.269033146455237	0	0
TR42875_c0_g3_i5	1.88322978903273	0.130930869826449	0	0.00863030514344006
TR39394_c3_g2_i3	2.94934816428856	2.38349694415537	1.84599177066457	0
TR40637_c0_g1_i8	0	3.99086412200639	0	3.08491465976794
TR38360_c0_g1_i3	0.211635253327149	8.20912677269309	7.77797196342149	7.98030526379275
TR34316_c7_g2_i2	4.68448214423812	6.36369674483899	0.644317778337577	0
TR32690_c2_g3_i2	4.20139861997432	0.308011314552178	0	4.32955418726354
TR26422_c0_g2_i2	3.69832962148096	2.00252250976871	0	1.05380644369579
TR39780_c5_g1_i1	3.69821847822441	0.269033146455237	0	0
TR3857_c0_g1_i1	0.711935356978922	0.370722275148167	7.3260339277173	9.62609959614049
TR38604_c0_g1_i3	5.60644222813161	5.93312408676827	0	5.00045077177086
TR36295_c0_g1_i1	0	3.42142529605755	1.50131174924366	0
TR32319_c2_g1_i3	1.0264459803038	10.3135020924541	0	0.225274929869569
TR28726_c2_g1_i3	4.37218598500431	0.326537348139952	1.95791459863299	0
TR39504_c0_g1_i4	0	0	3.85489331082096	0
TR33756_c2_g4_i2	0	5.59099117246449	3.44532943085928	0.0440443327060212
TR24727_c0_g1_i1	0.00863030514344006	5.67479959084078	1.05866283937856	1.47923056120634
TR31325_c0_g1_i1	4.48310634496718	3.45140895358624	0	3.37920505996061
TR32890_c1_g2_i2	2.54991555362196	1.62667275260599	0	0.202887833470143
TR32355_c0_g1_i2	7.09584004940049	8.12104649319186	7.36865487030795	0
TR39791_c2_g1_i5	4.14388315958872	3.00701605056239	0.01292617444427	2.49697358099828
TR37220_c5_g1_i1	5.8849153375845	6.39942747418496	5.78821587089713	0
TR36132_c8_g4_i3	0	0.511973981781801	4.09085343045111	0
TR41280_c0_g1_i7	3.03808494731697	1.65030502892003	0	1.68032435684402
TR42538_c1_g2_i3	0	2.88459792099006	0.885183866320351	1.42653313811667
TR36649_c1_g2_i2	0	5.7164971119899	3.55188510347172	3.38252892444148
TR38547_c0_g1_i3	3.38584514857967	2.17600355700892	0	1.9137989649507
TR39253_c0_g1_i2	0	3.25414048420073	3.36120689023873	1.51096191927738
TR39524_c1_g1_i4	0.0229004021100788	4.9993686828089	3.22141311740013	0.0731347046302154
TR33405_c2_g1_i8	0.0593552776164212	0.337996463515016	6.65706830120158	0.645240512645265
TR31991_c1_g1_i2	0.00432160595009347	0	4.04971788436005	0
TR40732_c1_g2_i1	0	0.371837617330421	2.01970191444255	0.00719550140420377
TR34956_c0_g2_i1	4.63174456179176	0.57918014812715	0	0
TR38963_c0_g2_i3	4.03077747199254	1.78910321750138	0	0.166072675946706
TR31679_c0_g1_i2	0	0	5.15882172229711	4.80596308066532
TR38937_c1_g3_i2	5.13619138628714	0.781569544815974	0.682573297347578	0
TR28652_c1_g1_i3	4.55526399773875	4.36813973900714	0	2.72813820341893
TR24679_c2_g1_i1	0.217851096811131	0.53605290024021	7.55819874311039	1.15445359267987
TR40810_c2_g1_i3	0.11503324294624	6.69076627263824	2.31440650755482	1.5859239769586
TR37220_c5_g2_i2	6.82539132511789	7.18450842534969	5.5372028667264	0.0976107966264223
TR38763_c0_g2_i2	4.60246875768407	0.836732080459136	0	1.92675853198647
TR25458_c0_g1_i4	0	2.09119205151613	7.77290835704468	2.53580413827031
TR41419_c1_g1_i6	1.81598522720104	0.133563525741106	0	0
TR42423_c2_g3_i5	0	0	3.76839608098469	0.228972569760161
TR38644_c2_g1_i1	0.0257375614136083	5.67606990442192	0.0229004021100788	4.68991413198345
TR27201_c0_g1_i1	0	2.99584627791674	0.893750501720566	1.90072192756411
TR39573_c1_g1_i4	4.24526746651951	0	0	5.96203996437795
TR598_c0_g1_i1	0	0.398350370345965	1.09693648250296	6.89948985623685
TR28414_c0_g1_i3	0	0	5.03768970644671	5.96815988912861
TR37083_c3_g4_i5	0	3.1991226420136	4.19045683457366	1.05032755355842
TR26787_c0_g1_i3	0	6.86851392389546	1.42330923724239	1.47715921118664
TR41114_c0_g3_i3	6.88941269884593	0.784085142734757	0.153156788061421	0.194087052116302
TR37618_c0_g1_i4	3.60193417318867	0.470927257475127	0	1.63366369686663
TR35215_c1_g1_i12	0	0	3.8613599063222	0.705756782049797
TR37342_c1_g1_i1	4.24709202707157	0.439357178474257	0	0.308011314552178
TR32747_c0_g1_i2	4.81941272620656	3.61223453031228	0	2.07450543636363
TR34099_c8_g2_i3	0	0.43722773891291	5.36348650073473	0.709290635723358
TR33945_c2_g1_i4	0	0.22404027421793	0.175045486110914	6.48812934755006
TR31878_c0_g2_i2	5.40905143853856	4.27709208250431	3.82222027162153	0
TR7740_c0_g1_i1	0	0	0	7.81687485722337
TR36006_c1_g9_i1	0.22650852980868	8.42636540433349	8.35660602553987	8.37960363519531
TR38353_c3_g1_i3	0	4.16406217499299	1.30859386858428	4.04071712290735
TR32951_c1_g1_i2	0	2.80384697272215	5.07762755239675	2.72900887033786
TR41994_c1_g1_i3	0	0	1.78952060360031	5.7170183218066
TR38301_c5_g1_i8	0	4.19077286853788	0	0
TR38167_c5_g3_i1	4.50264884561047	0.10701824988212	0	0
TR34323_c5_g3_i3	0.158337027167101	6.54951516004677	0.919149363287674	0.119024103142275
TR31137_c4_g2_i1	0	0	4.34248363296759	5.19625293608546
TR40033_c0_g1_i6	0	4.0241423458978	0	1.96938076494161
TR34426_c0_g2_i3	0	2.53381249682767	0.169925001442312	0.018634174139051
TR34881_c2_g2_i1	0	1.40381306161659	2.10768786931437	0.0398402645317911
TR29379_c1_g1_i2	0	0.459431618637297	7.47187839656841	1.49159659441045
TR36538_c6_g2_i1	0.12300395405482	0.301002256032814	0.272620454662992	7.31061278165953
TR35984_c0_g2_i1	6.16986488789657	0.793271654498083	0	3.39369076418745
TR38901_c0_g1_i3	2.13487805434311	0	0	4.37496990219966
TR29606_c0_g1_i2	3.26348517760465	2.82415684372883	0.291603558030565	0
TR39432_c2_g2_i2	7.63867483491525	1.13881446890228	4.69643902065575	0.0100636833446975
TR36493_c2_g1_i6	0	10.0434497741121	9.66133987939711	6.68917333862141
TR33864_c0_g1_i3	4.56486589508793	0.621993231666123	0	0.571434115876509
TR37547_c1_g1_i2	0	2.89646561618943	1.08542465625268	0.24731993497982
TR40065_c1_g2_i5	0	3.90679441273299	0.613531652917927	1.71105432181207
TR28103_c0_g1_i1	0.0593552776164212	6.30441977531991	4.66391384211598	4.55936944202375
TR40309_c4_g1_i5	0	2.89820835250872	0	0.826192536236602
TR40427_c3_g3_i4	4.12854086864087	2.80673649165267	0	3.00522031341134
TR34488_c0_g2_i3	0.0881415968690176	0	1.47508488294878	5.58472203150802
TR41989_c3_g1_i3	4.23227701026829	0	0	0.401630466584741
TR32319_c2_g1_i4	0	0	1.83592407425437	5.1806252849257
TR38937_c1_g1_i5	0	7.4594234214831	3.38100643708862	0.874206785877799
TR39433_c1_g3_i3	7.71125397848792	5.84949893172018	0.614474282837701	0.100304905795685
TR40253_c2_g2_i3	8.90504697633827	4.24891428303624	0.544979883255804	0.907659827853289
TR29200_c1_g1_i4	0.0786098346963665	6.71700460817095	1.2097652659741	0
TR33761_c0_g2_i1	4.56218135647187	0.130930869826449	0.0214797274104514	0
TR39219_c2_g1_i2	0	0.0496307677246004	4.83486287888406	0
TR12864_c0_g1_i1	0.0881415968690176	1.00216242115062	7.27380492193077	1.3595211704276
TR42027_c3_g2_i4	3.35134564172245	0.31034012061215	0	0
TR31595_c1_g1_i1	3.43589524132036	0.467801156488407	6.57981372292238	0
TR5271_c0_g3_i1	0.238786859587116	0.662661255475094	7.61030880678367	8.4624409235236
TR28103_c0_g1_i2	0	5.68848811562429	4.38425707567575	2.46780115648841
TR39180_c7_g1_i3	4.44334142580323	5.02201264438045	3.5401512920421	0
TR36728_c2_g3_i1	0.2904244038653	0.0257375614136083	0	4.64846544302731
TR39433_c1_g3_i2	0	0	0	6.00027047996346
TR38816_c0_g1_i8	2.37183761733042	1.71852602646226	0	0.574343753920013
TR41072_c0_g2_i1	7.66122941311101	2.16896288400693	0.0482361856528476	7.55266141336576
TR39815_c1_g2_i12	0	3.46897423830468	0.242450073677701	0
TR32890_c1_g2_i8	0	1.16864203555884	1.66220549965362	2.27142567609293
TR37552_c1_g1_i1	4.20843922356261	1.50944249308018	0	0
TR39379_c3_g3_i5	0.645240512645265	4.70193712408804	5.38525845569431	0
TR32355_c0_g1_i3	0.120351940365222	7.72169392140606	2.20445376767456	0.0607391578576785
TR43012_c2_g1_i3	0	2.92960165523642	3.53915881110803	1.89258531519265
TR31595_c1_g1_i4	0	6.54123603685805	6.12501044118318	0
TR43196_c3_g3_i5	0	1.93885033700606	4.34731131636529	0.237563718317676
TR40209_c8_g1_i5	0.665392771041891	9.50318373498007	9.27850056728442	2.34454447395471
TR32366_c2_g1_i8	0.10701824988212	7.63890647803141	1.11636475669178	5.36611235243137
TR35066_c0_g1_i2	8.07412004968019	2.05658352836637	0.141432790929296	0
TR34930_c3_g1_i4	0	0.0356239097307212	4.14763232682386	0
TR41392_c0_g2_i2	2.4944156103975	0.925999418556223	0	0.477159211186641
TR36201_c4_g3_i11	0.0551956542421246	4.60584986719498	0.847195186589395	0
TR2108_c0_g3_i1	0	0	0	4.55918586578773
TR38937_c1_g1_i7	12.2274583092394	6.31638110255605	7.10771925010071	2.270229907238
TR24225_c1_g1_i1	8.33202311746865	1.12565110166152	0.352758525040637	5.31487775736821
TR40033_c0_g1_i5	3.57519129414717	0	3.44081934706579	0.296310560708092
TR37159_c4_g1_i8	7.98913332924371	2.28006548636163	0	4.14893410452634
TR37436_c0_g1_i1	5.3023921709935	0	0	0
TR40253_c2_g2_i2	0.237563718317676	9.15166858611081	2.8744035393784	9.69082736994384
TR37016_c2_g1_i6	0	0.789937868980195	0.637842060324105	4.4494293141032
TR39737_c0_g2_i1	4.57591736111815	0.662661255475094	0.556797246592743	0
TR34099_c8_g2_i6	0	2.66948037187743	5.01194283360936	4.04255679257756
TR33649_c1_g3_i1	0.313826296390398	0	0	5.18169891109611
TR37005_c2_g2_i4	0	0.62854031926276	2.67038715697383	4.55642941544957
TR40734_c0_g1_i1	3.12068370880198	0.504874589398464	0	0
TR39456_c3_g2_i3	0	5.15518253334762	3.07107616201096	4.49294272099862
TR34257_c2_g4_i2	0	5.61211655222488	1.36681177312713	4.34362101270889
TR31989_c0_g1_i3	0.0257375614136083	1.03068920407114	5.29887822182832	0.0676387168753633
TR40253_c2_g1_i1	6.39360496863922	6.20212382383046	2.33856703700115	0
TR32915_c0_g1_i2	1.62480276525295	3.57712666130705	0	0
TR40796_c0_g2_i2	0	0	0.0100636833446975	2.80838505065609
TR32775_c8_g1_i3	2.65580975435545	0	0	0
TR24774_c0_g1_i1	0	3.71435543310108	0.51500591643373	0
TR14083_c0_g1_i1	0.0328061450832415	5.46339358478972	0.360645202460216	0.16478627814334
TR27574_c1_g1_i1	0	0.537047519404657	5.35850175939421	0.379620962055708
TR33880_c5_g1_i1	0	6.49591896763269	1.2424500736777	6.76595900604575
TR1447_c0_g2_i1	0	0	0	5.76330533381008
TR31968_c2_g1_i1	1.56608449051547	2.23664568135327	0	3.73584707202618
TR39321_c0_g1_i4	2.51626734437183	0.0717626693000913	0	1.8742067858778
TR5947_c0_g1_i1	0	7.10706011020335	1.02076886509457	0.295135249000818
TR42187_c0_g1_i4	0	3.89539957338743	0.642470537315822	0.0100636833446975
TR32860_c0_g2_i1	7.50699380148866	1.5859239769586	0.316145742293356	1.5626698261027
TR32591_c2_g7_i3	0.159629185821228	6.39829905962317	6.96980667656648	8.23466417404358
TR18130_c0_g3_i1	0.175045486110914	8.88606538766399	2.41710988423005	0.227741075839128
TR36201_c4_g3_i2	0	4.30158764660319	0.202887833470143	0
TR38644_c2_g2_i1	0	5.73308313184512	0.16478627814334	1.92105542122233
TR36006_c1_g1_i1	1.16027483140859	9.52846778553449	8.25367260226207	12.1881647521901
TR36497_c0_g1_i4	2.65718266012842	0.572404647390332	0	1.26423615104355
TR34683_c0_g1_i1	3.81198471935167	2.23970353548848	0	3.11636475669178
TR37584_c3_g1_i4	4.65237176311637	0.896853072896707	0	1.89219671046549
TR37849_c1_g2_i2	0	0.191562650700756	2.67762099245359	3.59681590646495
TR32591_c2_g7_i4	0.0551956542421246	3.86908175369993	6.42847742617198	4.93314769821874
TR36400_c1_g2_i3	8.92085302209268	2.53206755228903	0.390667685559667	0
TR41873_c1_g1_i3	0	3.87852917654121	1.92637902519988	0.461528559472877
TR35853_c1_g1_i4	0	4.25202198889951	0	1.98477161238543
TR42187_c0_g1_i5	0	0	3.54794331129035	0
TR29518_c0_g3_i1	0.22404027421793	4.96892017845464	7.44016321604906	0
TR34323_c5_g3_i4	6.71036563852617	6.07856714067447	0	5.53561753863984
TR36295_c0_g1_i3	4.97315203787724	0	3.70520383465087	2.85519240795915
TR23345_c0_g5_i1	0.453122446595813	8.93908255966778	8.91010002518067	10.2196090077359
TR42248_c1_g1_i2	0	1.14012422390907	2.72552304552903	0.0143552929770701
TR36133_c2_g2_i1	0	0.425459304765355	4.60294377766314	0.850399396770255
TR28415_c0_g2_i1	0	0	4.76473892302338	4.34390521759351
TR33482_c1_g2_i5	3.04124298223188	0	0	0.0745054363636298
TR36742_c7_g2_i2	0.0172092900322231	5.90917305628501	3.69866299988588	0
TR42443_c3_g1_i6	2.1551015581257	0	1.15962918582123	1.65214227213666
TR35981_c0_g1_i4	4.71166009128178	0.22404027421793	0	0.0510240030244669
TR21746_c0_g1_i2	4.63232638751383	0.216610068742442	0	0.0538064436957938
TR40931_c1_g1_i1	1.93997876494071	1.11236652307256	0	0.40381306161659
TR35146_c1_g1_i5	4.46721425769088	4.1798294908513	0	3.94729211089273
TR36649_c1_g3_i3	4.28281043957256	0.153156788061421	0	0
TR40810_c2_g1_i5	0	5.72426826710508	0	0
TR41198_c1_g2_i2	1.60407132366886	0.758729568457863	0	1.10097764772482
TR33770_c0_g1_i2	0	5.07094740551821	0.216610068742442	0
TR14217_c0_g1_i1	0	6.00481596433226	1.83390207666916	0
TR34723_c2_g3_i4	0	0	1.80611779603563	0.0881415968690176
TR32319_c2_g1_i2	0.259423152281415	6.25154868549028	4.1073530984483	9.14493350113743
TR41435_c3_g1_i4	0.0143552929770701	0.101650076094435	4.93399745317577	0.323081789503733
TR37436_c0_g1_i3	3.35670725293538	1.114367024952	0	0
TR21530_c0_g2_i1	0	4.44559429134118	0	0
TR28460_c0_g3_i5	0	0	2.8631455429894	0
TR27227_c0_g1_i1	1.94747914596667	0	1.65397717863634	6.33990343504481
TR41330_c0_g6_i1	1.1243281350022	0.190298791626595	0	6.35681287394995
TR40164_c0_g3_i6	0	2.53206755228903	0.0114956388378294	1.91876784932515
TR29550_c0_g2_i2	0.128293401009818	6.86034209697478	7.0509478452373	0
TR38568_c3_g1_i3	7.85434480496627	2.51601514700366	2.57143411587651	0
TR30338_c1_g1_i2	0	0	5.36250495626375	0
TR29568_c2_g1_i2	0	3.29513524900082	0.432959407276106	6.7027129453625
TR39467_c3_g8_i6	2.05866283937856	12.5092979851379	6.26867766690426	12.2618710223042
TR38937_c1_g1_i6	0.874993638932967	2.05172011644733	1.87538690458646	10.2869954705582
TR34947_c0_g1_i3	0.018634174139051	4.84232519818307	5.74327259560579	0
TR33756_c2_g6_i1	0	5.38436069895042	1.22156778853841	0
TR31169_c1_g2_i1	0	5.16011344709824	3.60193417318867	3.56718034703674
TR42443_c3_g1_i1	2.1554254317472	2.94822704387917	0	0
TR38617_c2_g1_i3	0	3.66630212817309	0.6959938131099	0.0799753767205959
TR32764_c0_g1_i2	0	5.25663329505992	0.399444564589458	0
TR39504_c0_g1_i1	5.71132970310304	4.90689059560852	0	3.92931759491176
